telenode -800.000000 0.000000 52.125000 0.000000 495.000000 0.000000 0.000000 0.000000 1.000000 30.000000 495.000000 0.000000
eggpod 2496.000000 64.000000 -48.875000 0.000000 450.000000 0.000000 0.000000 0.000000 1.000000 30.000000 450.000000 0.000000
eggpod 93.577393 901.861938 15.125000 0.000000 176.000000 0.000000 0.000000 0.000000 1.000000 30.000000 176.000000 1.000000
acid_tube 2561.000000 -384.000000 -48.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
eggpod 2816.000000 192.000000 -48.875000 0.000000 495.000000 0.000000 0.000000 0.000000 1.000000 30.000000 495.000000 0.000000
eggpod 2432.000000 -464.000000 195.125000 0.000000 270.000000 0.000000 0.000000 0.000000 1.000000 30.000000 270.000000 0.000000
mgturret -142.388870 496.647308 20.125000 0.000000 -92.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -92.000000 1.000000
telenode -592.000000 8.000000 52.125000 0.000000 450.000000 0.000000 0.000000 0.000000 1.000000 30.000000 450.000000 0.000000
arm -344.000000 -20.000000 13.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
reactor -948.000000 -92.000000 15.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
acid_tube 1596.000000 282.000000 15.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
barricade 2378.000000 -358.000000 -48.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
barricade 1616.000000 104.000000 15.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
overmind 1484.335571 -360.355286 -48.875000 0.000000 -176.000000 0.000000 0.000000 0.000000 1.000000 30.000000 -176.000000 1.000000
telenode -696.000000 144.000000 52.125000 0.000000 450.000000 0.000000 0.000000 0.000000 1.000000 30.000000 450.000000 0.000000
mgturret -927.697388 -663.940369 20.125000 0.000000 93.000000 0.000000 0.000000 0.000000 1.000000 0.000000 93.000000 1.000000
eggpod 101.280998 -37.217514 15.125000 0.000000 146.000000 0.000000 0.000000 0.000000 1.000000 30.000000 146.000000 1.000000
acid_tube 73.930481 62.259380 136.206543 0.000000 -178.000000 -1.000000 0.970143 0.000000 -0.242536 30.000000 -178.000000 0.242536
acid_tube 75.485382 -618.203186 142.426117 0.000000 92.000000 82.000000 0.970143 0.000000 -0.242536 30.000000 92.000000 0.242536
eggpod 1344.582520 -1098.693115 14.607317 0.000000 0.000000 0.000000 -0.000000 0.083042 0.996546 30.000000 0.000000 1.000000
acid_tube 1068.176392 -1011.407288 4.105825 0.000000 178.000000 0.000000 0.124037 0.000000 0.992278 30.000000 178.000000 1.000000
eggpod -1115.830444 -2787.346680 288.875000 0.000000 -178.000000 180.000000 0.000000 0.000000 -1.000000 30.000000 -178.000000 0.000000
booster -1110.746948 -2786.054443 -70.875000 0.000000 168.000000 0.000000 0.000000 0.000000 1.000000 30.000000 168.000000 1.000000
eggpod 658.401428 -2416.874023 288.875000 0.000000 -8.000000 180.000000 0.000000 0.000000 -1.000000 30.000000 -8.000000 0.000000
medistat -446.885468 -10.583098 7.124999 0.000000 -91.000000 0.000000 0.000000 0.000000 1.000000 30.000000 -91.000000 1.000000
mgturret -989.760681 -11.954048 20.125000 0.000000 91.000000 0.000000 0.000000 0.000000 1.000000 0.000000 91.000000 1.000000
